,Dataset,Method,Metric,Patient,Performance
3184,V-25,MMSBM,Precision,159,0.8596491226562019
3185,V-25,MMSBM,Accuracy,159,0.75
3186,V-25,MMSBM,Recall,158,0.7575757575757576
3187,V-25,MMSBM,Precision,158,0.7936507935248174
3188,V-25,MMSBM,Accuracy,158,0.7361111111111112
3189,V-25,MMSBM,Recall,112,0.6805555555555556
3190,V-25,MMSBM,Precision,112,0.777777777654321
3191,V-25,MMSBM,Accuracy,112,0.6944444444444444
3192,V-25,MMSBM,Recall,609,0.796875
3193,V-25,MMSBM,Precision,609,0.879310344675981
3194,V-25,MMSBM,Accuracy,609,0.7569444444444444
3195,V-25,MMSBM,Recall,608,0.765625
3196,V-25,MMSBM,Precision,608,0.8032786883929052
3197,V-25,MMSBM,Accuracy,608,0.7569444444444444
3198,V-25,MMSBM,Recall,634,0.7575757575757576
3199,V-25,MMSBM,Precision,634,0.7692307691124262
3200,V-25,MMSBM,Accuracy,634,0.6944444444444445
3201,V-25,MMSBM,Recall,399,0.7681159420289855
3202,V-25,MMSBM,Precision,399,0.8548387095395421
3203,V-25,MMSBM,Accuracy,399,0.7569444444444444
3204,V-25,MMSBM,Recall,635,0.44680851063829785
3205,V-25,MMSBM,Precision,635,0.6999999997666666
3206,V-25,MMSBM,Accuracy,635,0.701388888888889
3207,V-25,MMSBM,Recall,749,0.75
3208,V-25,MMSBM,Precision,749,0.6976744184424013
3209,V-25,MMSBM,Accuracy,749,0.7847222222222223
3210,V-25,MMSBM,Recall,398,0.6842105263157895
3211,V-25,MMSBM,Precision,398,0.779999999844
3212,V-25,MMSBM,Accuracy,398,0.7152777777777778
3213,V-25,MMSBM,Recall,48,0.7631578947368421
3214,V-25,MMSBM,Precision,48,0.8656716416618402
3215,V-25,MMSBM,Accuracy,48,0.701388888888889
3216,V-25,MMSBM,Recall,49,0.6779661016949152
3217,V-25,MMSBM,Precision,49,0.6557377048105348
3218,V-25,MMSBM,Accuracy,49,0.7222222222222221
3219,V-25,MMSBM,Recall,46,0.7761194029850746
3220,V-25,MMSBM,Precision,46,0.8524590162536952
3221,V-25,MMSBM,Accuracy,46,0.7708333333333334
3222,V-25,MMSBM,Recall,47,0.7567567567567568
3223,V-25,MMSBM,Precision,47,0.9032258063059313
3224,V-25,MMSBM,Accuracy,47,0.7777777777777778
3225,V-25,MMSBM,Recall,44,0.7076923076923077
3226,V-25,MMSBM,Precision,44,0.79310344813912
3227,V-25,MMSBM,Accuracy,44,0.7152777777777778
3228,V-25,MMSBM,Recall,45,0.8235294117647058
3229,V-25,MMSBM,Precision,45,0.8358208953976387
3230,V-25,MMSBM,Accuracy,45,0.7430555555555556
3231,V-25,MMSBM,Recall,42,0.7962962962962963
3232,V-25,MMSBM,Precision,42,0.781818181676033
3233,V-25,MMSBM,Accuracy,42,0.7986111111111112
3234,V-25,MMSBM,Recall,43,0.7647058823529411
3235,V-25,MMSBM,Precision,43,0.8813559320540074
3236,V-25,MMSBM,Accuracy,43,0.7638888888888888
3237,V-25,MMSBM,Recall,40,0.71875
3238,V-25,MMSBM,Precision,40,0.754098360532115
3239,V-25,MMSBM,Accuracy,40,0.736111111111111
3240,V-25,MMSBM,Recall,41,0.6901408450704225
3241,V-25,MMSBM,Precision,41,0.7538461537301776
3242,V-25,MMSBM,Accuracy,41,0.7222222222222223
3243,V-25,MMSBM,Recall,638,0.5434782608695652
3244,V-25,MMSBM,Precision,638,0.4999999999
3245,V-25,MMSBM,Accuracy,638,0.6388888888888888
3246,V-25,MMSBM,Recall,5,0.425
3247,V-25,MMSBM,Precision,5,0.6071428569260204
3248,V-25,MMSBM,Accuracy,5,0.7152777777777778
3249,V-25,MMSBM,Recall,639,0.7183098591549296
3250,V-25,MMSBM,Precision,639,0.749999999889706
3251,V-25,MMSBM,Accuracy,639,0.625
3252,V-25,MMSBM,Recall,489,0.7659574468085106
3253,V-25,MMSBM,Precision,489,0.74999999984375
3254,V-25,MMSBM,Accuracy,489,0.8055555555555556
3255,V-25,MMSBM,Recall,488,0.8
3256,V-25,MMSBM,Precision,488,0.8148148146639231
3257,V-25,MMSBM,Accuracy,488,0.8055555555555556
3258,V-25,MMSBM,Recall,487,0.68
3259,V-25,MMSBM,Precision,487,0.8499999998583333
3260,V-25,MMSBM,Accuracy,487,0.6736111111111112
3261,V-25,MMSBM,Recall,486,0.6481481481481481
3262,V-25,MMSBM,Precision,486,0.6034482757580262
3263,V-25,MMSBM,Accuracy,486,0.6527777777777778
3264,V-25,MMSBM,Recall,485,0.660377358490566
3265,V-25,MMSBM,Precision,485,0.6999999998599999
3266,V-25,MMSBM,Accuracy,485,0.6944444444444444
3267,V-25,MMSBM,Recall,484,0.7647058823529411
3268,V-25,MMSBM,Precision,484,0.7499999998557693
3269,V-25,MMSBM,Accuracy,484,0.736111111111111
3270,V-25,MMSBM,Recall,483,0.5892857142857143
3271,V-25,MMSBM,Precision,483,0.6226415093164828
3272,V-25,MMSBM,Accuracy,483,0.6388888888888888
3273,V-25,MMSBM,Recall,482,0.7142857142857143
3274,V-25,MMSBM,Precision,482,0.8181818180330578
3275,V-25,MMSBM,Accuracy,482,0.6805555555555556
3276,V-25,MMSBM,Recall,481,0.7777777777777778
3277,V-25,MMSBM,Precision,481,0.7656249998803711
3278,V-25,MMSBM,Accuracy,481,0.7152777777777778
3279,V-25,MMSBM,Recall,480,0.6545454545454545
3280,V-25,MMSBM,Precision,480,0.642857142742347
3281,V-25,MMSBM,Accuracy,480,0.6875
3282,V-25,MMSBM,Recall,509,0.6923076923076923
3283,V-25,MMSBM,Precision,509,0.7058823528027681
3284,V-25,MMSBM,Accuracy,509,0.7152777777777778
3285,V-25,MMSBM,Recall,472,0.7321428571428571
3286,V-25,MMSBM,Precision,472,0.7592592591186557
3287,V-25,MMSBM,Accuracy,472,0.7430555555555556
3288,V-25,MMSBM,Recall,473,0.6666666666666666
3289,V-25,MMSBM,Precision,473,0.6792452828907084
3290,V-25,MMSBM,Accuracy,473,0.6805555555555556
3291,V-25,MMSBM,Recall,470,0.8387096774193549
3292,V-25,MMSBM,Precision,470,0.8524590162536952
3293,V-25,MMSBM,Accuracy,470,0.7916666666666666
3294,V-25,MMSBM,Recall,471,0.74
3295,V-25,MMSBM,Precision,471,0.7872340423856948
3296,V-25,MMSBM,Accuracy,471,0.8263888888888888
3297,V-25,MMSBM,Recall,476,0.7361111111111112
3298,V-25,MMSBM,Precision,476,0.8548387095395421
3299,V-25,MMSBM,Accuracy,476,0.7083333333333334
3300,V-25,MMSBM,Recall,477,0.8507462686567164
3301,V-25,MMSBM,Precision,477,0.7808219177012573
3302,V-25,MMSBM,Accuracy,477,0.763888888888889
3303,V-25,MMSBM,Recall,474,0.676056338028169
3304,V-25,MMSBM,Precision,474,0.8275862067538644
3305,V-25,MMSBM,Accuracy,474,0.6944444444444444
3306,V-25,MMSBM,Recall,475,0.6666666666666666
3307,V-25,MMSBM,Precision,475,0.8732394364967269
3308,V-25,MMSBM,Accuracy,475,0.5902777777777778
3309,V-25,MMSBM,Recall,478,0.6619718309859155
3310,V-25,MMSBM,Precision,478,0.7580645160067637
3311,V-25,MMSBM,Accuracy,478,0.6319444444444445
3312,V-25,MMSBM,Recall,479,0.6935483870967742
3313,V-25,MMSBM,Precision,479,0.7543859647799322
3314,V-25,MMSBM,Accuracy,479,0.6944444444444444
3315,S-8,MMSBM,Recall,24,0.7702702702702703
3316,S-8,MMSBM,Precision,24,0.9047619046182918
3317,S-8,MMSBM,Accuracy,24,0.7578125
3318,S-8,MMSBM,Recall,25,0.7419354838709677
3319,S-8,MMSBM,Precision,25,0.7666666665388889
3320,S-8,MMSBM,Accuracy,25,0.734375
3321,S-8,MMSBM,Recall,26,0.6111111111111112
3322,S-8,MMSBM,Precision,26,0.7857142854336735
3323,S-8,MMSBM,Accuracy,26,0.7890625
3324,S-8,MMSBM,Recall,27,0.75
3325,S-8,MMSBM,Precision,27,0.8461538459368836
3326,S-8,MMSBM,Accuracy,27,0.84375
3327,S-8,MMSBM,Recall,20,0.6521739130434783
3328,S-8,MMSBM,Precision,20,0.7692307690335306
3329,S-8,MMSBM,Accuracy,20,0.7734375
3330,S-8,MMSBM,Recall,21,0.75
3331,S-8,MMSBM,Precision,21,0.8709677416545265
3332,S-8,MMSBM,Accuracy,21,0.84375
3333,S-8,MMSBM,Recall,22,0.5862068965517241
3334,S-8,MMSBM,Precision,22,0.6296296293964334
3335,S-8,MMSBM,Accuracy,22,0.7890625
3336,S-8,MMSBM,Recall,23,0.7586206896551724
3337,S-8,MMSBM,Precision,23,0.8148148146639231
3338,S-8,MMSBM,Accuracy,23,0.7421875
3339,S-8,MMSBM,Recall,28,0.6666666666666666
3340,S-8,MMSBM,Precision,28,0.5862068964506539
3341,S-8,MMSBM,Accuracy,28,0.65625
3342,S-8,MMSBM,Recall,29,0.6041666666666666
3343,S-8,MMSBM,Precision,29,0.6444444443012346
3344,S-8,MMSBM,Accuracy,29,0.671875
3345,S-8,MMSBM,Recall,0,0.5714285714285714
3346,S-8,MMSBM,Precision,0,0.8333333329861111
3347,S-8,MMSBM,Accuracy,0,0.8203125
3348,S-8,MMSBM,Recall,4,0.7
3349,S-8,MMSBM,Precision,4,0.8333333331349206
3350,S-8,MMSBM,Accuracy,4,0.78125
3351,S-8,MMSBM,Recall,8,0.7708333333333334
3352,S-8,MMSBM,Precision,8,0.8043478259120983
3353,S-8,MMSBM,Accuracy,8,0.78125
3354,S-8,MMSBM,Recall,59,0.7222222222222222
3355,S-8,MMSBM,Precision,59,0.6964285713042092
3356,S-8,MMSBM,Accuracy,59,0.671875
3357,S-8,MMSBM,Recall,58,0.7142857142857143
3358,S-8,MMSBM,Precision,58,0.8181818180330578
3359,S-8,MMSBM,Accuracy,58,0.7265625
3360,S-8,MMSBM,Recall,55,0.7735849056603774
3361,S-8,MMSBM,Precision,55,0.8723404253463105
3362,S-8,MMSBM,Accuracy,55,0.796875
3363,S-8,MMSBM,Recall,54,0.6521739130434783
3364,S-8,MMSBM,Precision,54,0.7142857139455782
3365,S-8,MMSBM,Accuracy,54,0.875
3366,S-8,MMSBM,Recall,57,0.6875
3367,S-8,MMSBM,Precision,57,0.8684210524030471
3368,S-8,MMSBM,Accuracy,57,0.8046875
3369,S-8,MMSBM,Recall,56,0.7333333333333333
3370,S-8,MMSBM,Precision,56,0.8249999997937499
3371,S-8,MMSBM,Accuracy,56,0.828125
3372,S-8,MMSBM,Recall,51,0.7808219178082192
3373,S-8,MMSBM,Precision,51,0.9499999998416666
3374,S-8,MMSBM,Accuracy,51,0.765625
3375,S-8,MMSBM,Recall,50,0.7636363636363637
3376,S-8,MMSBM,Precision,50,0.839999999832
3377,S-8,MMSBM,Accuracy,50,0.7734375
3378,S-8,MMSBM,Recall,53,0.782608695652174
3379,S-8,MMSBM,Precision,53,0.719999999712
3380,S-8,MMSBM,Accuracy,53,0.875
3381,S-8,MMSBM,Recall,52,0.75
3382,S-8,MMSBM,Precision,52,0.8076923073816568
3383,S-8,MMSBM,Accuracy,52,0.8984375
3384,S-8,MMSBM,Recall,88,0.609375
3385,S-8,MMSBM,Precision,88,0.8124999998307292
3386,S-8,MMSBM,Accuracy,88,0.6484375
3387,S-8,MMSBM,Recall,89,0.8214285714285714
3388,S-8,MMSBM,Precision,89,0.8363636362115703
3389,S-8,MMSBM,Accuracy,89,0.8046875
3390,S-8,MMSBM,Recall,82,0.7936507936507936
3391,S-8,MMSBM,Precision,82,0.8333333331944445
3392,S-8,MMSBM,Accuracy,82,0.7890625
3393,S-8,MMSBM,Recall,83,0.6274509803921569
3394,S-8,MMSBM,Precision,83,0.8205128203024326
3395,S-8,MMSBM,Accuracy,83,0.765625
3396,S-8,MMSBM,Recall,80,0.7254901960784313
3397,S-8,MMSBM,Precision,80,0.7872340423856948
3398,S-8,MMSBM,Accuracy,80,0.75
3399,S-8,MMSBM,Recall,81,0.8245614035087719
3400,S-8,MMSBM,Precision,81,0.824561403364112
3401,S-8,MMSBM,Accuracy,81,0.8046875
3402,S-8,MMSBM,Recall,86,0.6
3403,S-8,MMSBM,Precision,86,0.7021276594250792
3404,S-8,MMSBM,Accuracy,86,0.640625
3405,S-8,MMSBM,Recall,87,0.6346153846153846
3406,S-8,MMSBM,Precision,87,0.8461538459368836
3407,S-8,MMSBM,Accuracy,87,0.75
3408,S-8,MMSBM,Recall,84,0.6585365853658537
3409,S-8,MMSBM,Precision,84,0.7499999997916666
3410,S-8,MMSBM,Accuracy,84,0.78125
3411,S-8,MMSBM,Recall,85,0.9047619047619048
3412,S-8,MMSBM,Precision,85,0.8444444442567901
3413,S-8,MMSBM,Accuracy,85,0.8203125
3414,S-8,MMSBM,Recall,3,0.8214285714285714
3415,S-8,MMSBM,Precision,3,0.8518518516941015
3416,S-8,MMSBM,Accuracy,3,0.78125
3417,S-8,MMSBM,Recall,7,0.7
3418,S-8,MMSBM,Precision,7,0.7142857141399417
3419,S-8,MMSBM,Accuracy,7,0.703125
3420,S-8,MMSBM,Recall,102,0.7966101694915254
3421,S-8,MMSBM,Precision,102,0.8103448274464923
3422,S-8,MMSBM,Accuracy,102,0.7265625
3423,S-8,MMSBM,Recall,103,0.7101449275362319
3424,S-8,MMSBM,Precision,103,0.777777777654321
3425,S-8,MMSBM,Accuracy,103,0.671875
3426,S-8,MMSBM,Recall,100,0.4852941176470588
3427,S-8,MMSBM,Precision,100,0.7021276594250792
3428,S-8,MMSBM,Accuracy,100,0.5234375
3429,S-8,MMSBM,Recall,101,0.7021276595744681
3430,S-8,MMSBM,Precision,101,0.7173913041918715
3431,S-8,MMSBM,Accuracy,101,0.703125
3432,S-8,MMSBM,Recall,106,0.7833333333333333
3433,S-8,MMSBM,Precision,106,0.8103448274464923
3434,S-8,MMSBM,Accuracy,106,0.7578125
3435,S-8,MMSBM,Recall,104,0.7021276595744681
3436,S-8,MMSBM,Precision,104,0.6874999998567708
3437,S-8,MMSBM,Accuracy,104,0.71875
3438,S-8,MMSBM,Recall,105,0.6
3439,S-8,MMSBM,Precision,105,0.6923076921301775
3440,S-8,MMSBM,Accuracy,105,0.7265625
3441,S-8,MMSBM,Recall,39,0.6363636363636364
3442,S-8,MMSBM,Precision,39,0.7777777774897119
3443,S-8,MMSBM,Accuracy,39,0.8359375
3444,S-8,MMSBM,Recall,38,0.7906976744186046
3445,S-8,MMSBM,Precision,38,0.8292682924806662
3446,S-8,MMSBM,Accuracy,38,0.8359375
3447,S-8,MMSBM,Recall,33,0.7954545454545454
3448,S-8,MMSBM,Precision,33,0.8333333331349206
3449,S-8,MMSBM,Accuracy,33,0.8515625
3450,S-8,MMSBM,Recall,32,0.8125
3451,S-8,MMSBM,Precision,32,0.8124999998307292
3452,S-8,MMSBM,Accuracy,32,0.796875
3453,S-8,MMSBM,Recall,31,0.7727272727272727
3454,S-8,MMSBM,Precision,31,0.7727272726101929
3455,S-8,MMSBM,Accuracy,31,0.7109375
3456,S-8,MMSBM,Recall,30,0.7936507936507936
3457,S-8,MMSBM,Precision,30,0.8196721310131685
3458,S-8,MMSBM,Accuracy,30,0.765625
3459,S-8,MMSBM,Recall,37,0.8333333333333334
3460,S-8,MMSBM,Precision,37,0.8035714284279336
3461,S-8,MMSBM,Accuracy,37,0.7890625
3462,S-8,MMSBM,Recall,36,0.7090909090909091
3463,S-8,MMSBM,Precision,36,0.7647058822029988
3464,S-8,MMSBM,Accuracy,36,0.703125
3465,S-8,MMSBM,Recall,35,0.8307692307692308
3466,S-8,MMSBM,Precision,35,0.8307692306414202
3467,S-8,MMSBM,Accuracy,35,0.734375
3468,S-8,MMSBM,Recall,34,0.675
3469,S-8,MMSBM,Precision,34,0.710526315602493
3470,S-8,MMSBM,Accuracy,34,0.796875
3471,S-8,MMSBM,Recall,60,0.835820895522388
3472,S-8,MMSBM,Precision,60,0.9180327867347488
3473,S-8,MMSBM,Accuracy,60,0.7578125
3474,S-8,MMSBM,Recall,61,0.631578947368421
3475,S-8,MMSBM,Precision,61,0.7999999997333334
3476,S-8,MMSBM,Accuracy,61,0.828125
3477,S-8,MMSBM,Recall,62,0.7121212121212122
3478,S-8,MMSBM,Precision,62,0.8103448274464923
3479,S-8,MMSBM,Accuracy,62,0.6484375
3480,S-8,MMSBM,Recall,63,0.75
3481,S-8,MMSBM,Precision,63,0.7758620688317479
3482,S-8,MMSBM,Accuracy,63,0.6640625
3483,S-8,MMSBM,Recall,64,0.65
3484,S-8,MMSBM,Precision,64,0.6499999998375
3485,S-8,MMSBM,Accuracy,64,0.734375
3486,S-8,MMSBM,Recall,65,0.6716417910447762
3487,S-8,MMSBM,Precision,65,0.6923076922011835
3488,S-8,MMSBM,Accuracy,65,0.578125
3489,S-8,MMSBM,Recall,66,0.7142857142857143
3490,S-8,MMSBM,Precision,66,0.79999999984
3491,S-8,MMSBM,Accuracy,66,0.7421875
3492,S-8,MMSBM,Recall,67,0.7833333333333333
3493,S-8,MMSBM,Precision,67,0.7704918031523784
3494,S-8,MMSBM,Accuracy,67,0.71875
3495,S-8,MMSBM,Recall,68,0.5853658536585366
3496,S-8,MMSBM,Precision,68,0.7741935481373569
3497,S-8,MMSBM,Accuracy,68,0.75
3498,S-8,MMSBM,Recall,69,0.75
3499,S-8,MMSBM,Precision,69,0.7346938774010828
3500,S-8,MMSBM,Accuracy,69,0.7109375
3501,S-8,MMSBM,Recall,2,0.7727272727272727
3502,S-8,MMSBM,Precision,2,0.7906976742347215
3503,S-8,MMSBM,Accuracy,2,0.796875
3504,S-8,MMSBM,Recall,6,0.75
3505,S-8,MMSBM,Precision,6,0.8181818179338842
3506,S-8,MMSBM,Accuracy,6,0.84375
3507,S-8,MMSBM,Recall,99,0.5862068965517241
3508,S-8,MMSBM,Precision,99,0.679999999864
3509,S-8,MMSBM,Accuracy,99,0.625
3510,S-8,MMSBM,Recall,98,0.76
3511,S-8,MMSBM,Precision,98,0.7450980390695886
3512,S-8,MMSBM,Accuracy,98,0.6875
3513,S-8,MMSBM,Recall,91,0.7678571428571429
3514,S-8,MMSBM,Precision,91,0.859999999828
3515,S-8,MMSBM,Accuracy,91,0.796875
3516,S-8,MMSBM,Recall,90,0.6060606060606061
3517,S-8,MMSBM,Precision,90,0.7142857140306123
3518,S-8,MMSBM,Accuracy,90,0.8125
3519,S-8,MMSBM,Recall,93,0.8421052631578947
3520,S-8,MMSBM,Precision,93,0.8275862067538644
3521,S-8,MMSBM,Accuracy,93,0.8359375
3522,S-8,MMSBM,Recall,92,0.8070175438596491
3523,S-8,MMSBM,Precision,92,0.8518518516941015
3524,S-8,MMSBM,Accuracy,92,0.765625
3525,S-8,MMSBM,Recall,95,0.7619047619047619
3526,S-8,MMSBM,Precision,95,0.9056603771876113
3527,S-8,MMSBM,Accuracy,95,0.7421875
3528,S-8,MMSBM,Recall,94,0.7916666666666666
3529,S-8,MMSBM,Precision,94,0.826086956342155
3530,S-8,MMSBM,Accuracy,94,0.828125
3531,S-8,MMSBM,Recall,97,0.6595744680851063
3532,S-8,MMSBM,Precision,97,0.7209302323904814
3533,S-8,MMSBM,Accuracy,97,0.7734375
3534,S-8,MMSBM,Recall,96,0.6888888888888889
3535,S-8,MMSBM,Precision,96,0.8611111108719136
3536,S-8,MMSBM,Accuracy,96,0.796875
3537,S-8,MMSBM,Recall,11,0.8360655737704918
3538,S-8,MMSBM,Precision,11,0.879310344675981
3539,S-8,MMSBM,Accuracy,11,0.8046875
3540,S-8,MMSBM,Recall,10,0.8205128205128205
3541,S-8,MMSBM,Precision,10,0.9552238804544443
3542,S-8,MMSBM,Accuracy,10,0.7734375
3543,S-8,MMSBM,Recall,13,0.7755102040816326
3544,S-8,MMSBM,Precision,13,0.8636363634400827
3545,S-8,MMSBM,Accuracy,13,0.8125
3546,S-8,MMSBM,Recall,12,0.6875
3547,S-8,MMSBM,Precision,12,0.7499999998295455
3548,S-8,MMSBM,Accuracy,12,0.7265625
3549,S-8,MMSBM,Recall,15,0.6744186046511628
3550,S-8,MMSBM,Precision,15,0.8285714283346939
3551,S-8,MMSBM,Accuracy,15,0.796875
3552,S-8,MMSBM,Recall,14,0.5897435897435898
3553,S-8,MMSBM,Precision,14,0.8518518515363511
3554,S-8,MMSBM,Accuracy,14,0.7734375
3555,S-8,MMSBM,Recall,17,0.6551724137931034
3556,S-8,MMSBM,Precision,17,0.6909090907834711
3557,S-8,MMSBM,Accuracy,17,0.6171875
3558,S-8,MMSBM,Recall,16,0.7804878048780488
3559,S-8,MMSBM,Precision,16,0.7999999998
3560,S-8,MMSBM,Accuracy,16,0.828125
3561,S-8,MMSBM,Recall,19,0.675
3562,S-8,MMSBM,Precision,19,0.7499999997916666
3563,S-8,MMSBM,Accuracy,19,0.8046875
3564,S-8,MMSBM,Recall,18,0.7560975609756098
3565,S-8,MMSBM,Precision,18,0.7380952379195012
3566,S-8,MMSBM,Accuracy,18,0.8125
3567,S-8,MMSBM,Recall,48,0.8
3568,S-8,MMSBM,Precision,48,0.7999999997714285
3569,S-8,MMSBM,Accuracy,48,0.84375
3570,S-8,MMSBM,Recall,49,0.7021276595744681
3571,S-8,MMSBM,Precision,49,0.7857142855272109
3572,S-8,MMSBM,Accuracy,49,0.8046875
3573,S-8,MMSBM,Recall,46,0.7619047619047619
3574,S-8,MMSBM,Precision,46,0.7999999998
3575,S-8,MMSBM,Accuracy,46,0.84375
3576,S-8,MMSBM,Recall,47,0.5897435897435898
3577,S-8,MMSBM,Precision,47,0.7419354836316336
3578,S-8,MMSBM,Accuracy,47,0.78125
3579,S-8,MMSBM,Recall,44,0.7843137254901961
3580,S-8,MMSBM,Precision,44,0.8510638296061566
3581,S-8,MMSBM,Accuracy,44,0.796875
3582,S-8,MMSBM,Recall,45,0.782608695652174
3583,S-8,MMSBM,Precision,45,0.8372093021308815
3584,S-8,MMSBM,Accuracy,45,0.84375
3585,S-8,MMSBM,Recall,42,0.5681818181818182
3586,S-8,MMSBM,Precision,42,0.7142857140816327
3587,S-8,MMSBM,Accuracy,42,0.7265625
3588,S-8,MMSBM,Recall,43,0.7213114754098361
3589,S-8,MMSBM,Precision,43,0.7999999998545454
3590,S-8,MMSBM,Accuracy,43,0.7109375
3591,S-8,MMSBM,Recall,40,0.8285714285714286
3592,S-8,MMSBM,Precision,40,0.763157894536011
3593,S-8,MMSBM,Accuracy,40,0.84375
3594,S-8,MMSBM,Recall,41,0.6097560975609756
3595,S-8,MMSBM,Precision,41,0.8333333330555556
3596,S-8,MMSBM,Accuracy,41,0.8203125
3597,S-8,MMSBM,Recall,1,0.7678571428571429
3598,S-8,MMSBM,Precision,1,0.859999999828
3599,S-8,MMSBM,Accuracy,1,0.765625
3600,S-8,MMSBM,Recall,5,0.7454545454545455
3601,S-8,MMSBM,Precision,5,0.7884615383099113
3602,S-8,MMSBM,Accuracy,5,0.75
3603,S-8,MMSBM,Recall,9,0.7746478873239436
3604,S-8,MMSBM,Precision,9,0.8208955222655381
3605,S-8,MMSBM,Accuracy,9,0.7109375
3606,S-8,MMSBM,Recall,77,0.7843137254901961
3607,S-8,MMSBM,Precision,77,0.8163265304456476
3608,S-8,MMSBM,Accuracy,77,0.8046875
3609,S-8,MMSBM,Recall,76,0.5283018867924528
3610,S-8,MMSBM,Precision,76,0.7179487177646285
3611,S-8,MMSBM,Accuracy,76,0.671875
3612,S-8,MMSBM,Recall,75,0.6744186046511628
3613,S-8,MMSBM,Precision,75,0.72499999981875
3614,S-8,MMSBM,Accuracy,75,0.71875
3615,S-8,MMSBM,Recall,74,0.6274509803921569
3616,S-8,MMSBM,Precision,74,0.7441860463385613
3617,S-8,MMSBM,Accuracy,74,0.71875
3618,S-8,MMSBM,Recall,73,0.5609756097560976
3619,S-8,MMSBM,Precision,73,0.696969696758494
3620,S-8,MMSBM,Accuracy,73,0.7734375
3621,S-8,MMSBM,Recall,72,0.8732394366197183
3622,S-8,MMSBM,Precision,72,0.8985507245074565
3623,S-8,MMSBM,Accuracy,72,0.84375
3624,S-8,MMSBM,Recall,71,0.8636363636363636
3625,S-8,MMSBM,Precision,71,0.8769230767881657
3626,S-8,MMSBM,Accuracy,71,0.828125
3627,S-8,MMSBM,Recall,70,0.7659574468085106
3628,S-8,MMSBM,Precision,70,0.6315789472576178
3629,S-8,MMSBM,Accuracy,70,0.703125
3630,S-8,MMSBM,Recall,79,0.7321428571428571
3631,S-8,MMSBM,Precision,79,0.7592592591186557
3632,S-8,MMSBM,Accuracy,79,0.765625
3633,S-8,MMSBM,Recall,78,0.7288135593220338
3634,S-8,MMSBM,Precision,78,0.7543859647799322
3635,S-8,MMSBM,Accuracy,78,0.6953125
3636,V-10,MMSBM,Recall,24,0.6470588235294118
3637,V-10,MMSBM,Precision,24,0.6874999997851562
3638,V-10,MMSBM,Accuracy,24,0.7956204379562044
3639,V-10,MMSBM,Recall,25,0.6458333333333334
3640,V-10,MMSBM,Precision,25,0.815789473469529
3641,V-10,MMSBM,Accuracy,25,0.7518248175182483
3642,V-10,MMSBM,Recall,26,0.6976744186046512
3643,V-10,MMSBM,Precision,26,0.7499999998125
3644,V-10,MMSBM,Accuracy,26,0.7956204379562044
3645,V-10,MMSBM,Recall,27,0.5818181818181818
3646,V-10,MMSBM,Precision,27,0.6666666665277777
3647,V-10,MMSBM,Accuracy,27,0.7007299270072993
3648,V-10,MMSBM,Recall,20,0.6739130434782609
3649,V-10,MMSBM,Precision,20,0.7380952379195012
3650,V-10,MMSBM,Accuracy,20,0.781021897810219
3651,V-10,MMSBM,Recall,21,0.6610169491525424
3652,V-10,MMSBM,Precision,21,0.7647058822029988
3653,V-10,MMSBM,Accuracy,21,0.708029197080292
3654,V-10,MMSBM,Recall,22,0.6833333333333333
3655,V-10,MMSBM,Precision,22,0.819999999836
3656,V-10,MMSBM,Accuracy,22,0.7299270072992701
3657,V-10,MMSBM,Recall,23,0.7878787878787878
3658,V-10,MMSBM,Precision,23,0.7647058822404845
3659,V-10,MMSBM,Accuracy,23,0.7226277372262774
3660,V-10,MMSBM,Recall,28,0.796875
3661,V-10,MMSBM,Precision,28,0.7968749998754884
3662,V-10,MMSBM,Accuracy,28,0.7080291970802919
3663,V-10,MMSBM,Recall,29,0.6086956521739131
3664,V-10,MMSBM,Precision,29,0.6999999998249999
3665,V-10,MMSBM,Accuracy,29,0.7372262773722627
3666,V-10,MMSBM,Recall,0,0.6379310344827587
3667,V-10,MMSBM,Precision,0,0.7115384614016272
3668,V-10,MMSBM,Accuracy,0,0.7007299270072993
3669,V-10,MMSBM,Recall,4,0.66
3670,V-10,MMSBM,Precision,4,0.7173913041918715
3671,V-10,MMSBM,Accuracy,4,0.7445255474452555
3672,V-10,MMSBM,Recall,8,0.7384615384615385
3673,V-10,MMSBM,Precision,8,0.8135593218960069
3674,V-10,MMSBM,Accuracy,8,0.7226277372262773
3675,V-10,MMSBM,Recall,59,0.7166666666666667
3676,V-10,MMSBM,Precision,59,0.8113207545639017
3677,V-10,MMSBM,Accuracy,59,0.7372262773722628
3678,V-10,MMSBM,Recall,58,0.7272727272727273
3679,V-10,MMSBM,Precision,58,0.6956521737618148
3680,V-10,MMSBM,Accuracy,58,0.759124087591241
3681,V-10,MMSBM,Recall,55,0.6363636363636364
3682,V-10,MMSBM,Precision,55,0.7368421050692521
3683,V-10,MMSBM,Accuracy,55,0.7518248175182483
3684,V-10,MMSBM,Recall,54,0.6909090909090909
3685,V-10,MMSBM,Precision,54,0.7307692306286983
3686,V-10,MMSBM,Accuracy,54,0.6715328467153285
3687,V-10,MMSBM,Recall,57,0.7164179104477612
3688,V-10,MMSBM,Precision,57,0.8275862067538644
3689,V-10,MMSBM,Accuracy,57,0.7226277372262774
3690,V-10,MMSBM,Recall,56,0.6428571428571429
3691,V-10,MMSBM,Precision,56,0.7297297295325055
