,Dataset,Method,Metric,Patient,Performance
6039,V-25,Clustering,Recall,20,0.65625
6040,V-25,Clustering,Precision,20,0.7499999998660715
6041,V-25,Clustering,Accuracy,20,0.75
6042,V-25,Clustering,Recall,21,0.6212121212121212
6043,V-25,Clustering,Precision,21,0.7592592591186557
6044,V-25,Clustering,Accuracy,21,0.7361111111111112
6045,V-25,Clustering,Recall,22,0.7627118644067796
6046,V-25,Clustering,Precision,22,0.8333333331790124
6047,V-25,Clustering,Accuracy,22,0.8402777777777778
6048,V-25,Clustering,Recall,23,0.7916666666666666
6049,V-25,Clustering,Precision,23,0.7037037035733882
6050,V-25,Clustering,Accuracy,23,0.8194444444444444
6051,V-25,Clustering,Recall,24,0.8163265306122449
6052,V-25,Clustering,Precision,24,0.7407407406035665
6053,V-25,Clustering,Accuracy,24,0.8402777777777778
6054,V-25,Clustering,Recall,25,0.7230769230769231
6055,V-25,Clustering,Precision,25,0.8703703702091906
6056,V-25,Clustering,Accuracy,25,0.8263888888888888
6057,V-25,Clustering,Recall,26,0.7096774193548387
6058,V-25,Clustering,Precision,26,0.8148148146639231
6059,V-25,Clustering,Accuracy,26,0.8055555555555556
6060,V-25,Clustering,Recall,27,0.8163265306122449
6061,V-25,Clustering,Precision,27,0.7407407406035665
6062,V-25,Clustering,Accuracy,27,0.8402777777777778
6063,V-25,Clustering,Recall,28,0.703125
6064,V-25,Clustering,Precision,28,0.8333333331790124
6065,V-25,Clustering,Accuracy,28,0.8055555555555556
6066,V-25,Clustering,Recall,29,0.676056338028169
6067,V-25,Clustering,Precision,29,0.8888888887242798
6068,V-25,Clustering,Accuracy,29,0.7986111111111112
6069,V-25,Clustering,Recall,30,0.6833333333333333
6070,V-25,Clustering,Precision,30,0.7592592591186557
6071,V-25,Clustering,Accuracy,30,0.7777777777777778
6072,V-25,Clustering,Recall,31,0.6865671641791045
6073,V-25,Clustering,Precision,31,0.8518518516941015
6074,V-25,Clustering,Accuracy,31,0.7986111111111112
6075,V-25,Clustering,Recall,32,0.8666666666666667
6076,V-25,Clustering,Precision,32,0.4814814813923182
6077,V-25,Clustering,Accuracy,32,0.7777777777777778
6078,V-25,Clustering,Recall,33,0.7241379310344828
6079,V-25,Clustering,Precision,33,0.7777777776337449
6080,V-25,Clustering,Accuracy,33,0.8055555555555556
6081,V-25,Clustering,Recall,34,0.7307692307692307
6082,V-25,Clustering,Precision,34,0.7037037035733882
6083,V-25,Clustering,Accuracy,34,0.7916666666666667
6084,V-25,Clustering,Recall,35,0.6949152542372882
6085,V-25,Clustering,Precision,35,0.7592592591186557
6086,V-25,Clustering,Accuracy,35,0.7847222222222222
6087,V-25,Clustering,Recall,36,0.6470588235294118
6088,V-25,Clustering,Precision,36,0.7999999998545454
6089,V-25,Clustering,Accuracy,36,0.7569444444444444
6090,V-25,Clustering,Recall,37,0.6666666666666666
6091,V-25,Clustering,Precision,37,0.5454545453553719
6092,V-25,Clustering,Accuracy,37,0.7222222222222222
6093,V-25,Clustering,Recall,38,0.6122448979591837
6094,V-25,Clustering,Precision,38,0.566037735742257
6095,V-25,Clustering,Accuracy,38,0.7083333333333334
6096,V-25,Clustering,Recall,39,0.7101449275362319
6097,V-25,Clustering,Precision,39,0.907407407239369
6098,V-25,Clustering,Accuracy,39,0.8263888888888888
6099,V-25,Clustering,Recall,40,0.703125
6100,V-25,Clustering,Precision,40,0.8181818180330578
6101,V-25,Clustering,Accuracy,40,0.7986111111111112
6102,V-25,Clustering,Recall,41,0.6619718309859155
6103,V-25,Clustering,Precision,41,0.8703703702091906
6104,V-25,Clustering,Accuracy,41,0.7847222222222222
6105,V-25,Clustering,Recall,42,0.7592592592592593
6106,V-25,Clustering,Precision,42,0.7592592591186557
6107,V-25,Clustering,Accuracy,42,0.8194444444444444
6108,V-25,Clustering,Recall,43,0.6911764705882353
6109,V-25,Clustering,Precision,43,0.8703703702091906
6110,V-25,Clustering,Accuracy,43,0.8055555555555556
6111,V-25,Clustering,Recall,44,0.676923076923077
6112,V-25,Clustering,Precision,44,0.8148148146639231
6113,V-25,Clustering,Accuracy,44,0.7847222222222223
6114,V-25,Clustering,Recall,45,0.6764705882352942
6115,V-25,Clustering,Precision,45,0.8363636362115703
6116,V-25,Clustering,Accuracy,45,0.7847222222222222
6117,V-25,Clustering,Recall,46,0.7164179104477612
6118,V-25,Clustering,Precision,46,0.8888888887242798
6119,V-25,Clustering,Accuracy,46,0.8263888888888888
6120,V-25,Clustering,Recall,47,0.6486486486486487
6121,V-25,Clustering,Precision,47,0.8888888887242798
6122,V-25,Clustering,Accuracy,47,0.7777777777777777
6123,V-25,Clustering,Recall,48,0.6578947368421053
6124,V-25,Clustering,Precision,48,0.9090909089256198
6125,V-25,Clustering,Accuracy,48,0.7847222222222222
6126,V-25,Clustering,Recall,49,0.6101694915254238
6127,V-25,Clustering,Precision,49,0.6666666665432098
6128,V-25,Clustering,Accuracy,49,0.7152777777777778
6129,V-25,Clustering,Recall,50,0.5789473684210527
6130,V-25,Clustering,Precision,50,0.40740740733196157
6131,V-25,Clustering,Accuracy,50,0.6666666666666666
6132,V-25,Clustering,Recall,51,0.6712328767123288
6133,V-25,Clustering,Precision,51,0.907407407239369
6134,V-25,Clustering,Accuracy,51,0.7986111111111112
6135,V-25,Clustering,Recall,52,0.6307692307692307
6136,V-25,Clustering,Precision,52,0.7592592591186557
6137,V-25,Clustering,Accuracy,52,0.7430555555555556
6138,V-25,Clustering,Recall,53,0.7543859649122807
6139,V-25,Clustering,Precision,53,0.796296296148834
6140,V-25,Clustering,Accuracy,53,0.8263888888888888
6141,V-25,Clustering,Recall,54,0.75
6142,V-25,Clustering,Precision,54,0.8727272725685951
6143,V-25,Clustering,Accuracy,54,0.8402777777777777
6144,V-25,Clustering,Recall,55,0.6376811594202898
6145,V-25,Clustering,Precision,55,0.7999999998545454
6146,V-25,Clustering,Accuracy,55,0.75
6147,V-25,Clustering,Recall,56,0.684931506849315
6148,V-25,Clustering,Precision,56,0.9090909089256198
6149,V-25,Clustering,Accuracy,56,0.8055555555555556
6150,V-25,Clustering,Recall,57,0.6
6151,V-25,Clustering,Precision,57,0.3333333332716049
6152,V-25,Clustering,Accuracy,57,0.6666666666666666
6153,V-25,Clustering,Recall,58,0.6231884057971014
6154,V-25,Clustering,Precision,58,0.781818181676033
6155,V-25,Clustering,Accuracy,58,0.7361111111111112
6156,V-25,Clustering,Recall,59,0.6909090909090909
6157,V-25,Clustering,Precision,59,0.7169811319401922
6158,V-25,Clustering,Accuracy,59,0.7777777777777777
6159,V-25,Clustering,Recall,60,0.7586206896551724
6160,V-25,Clustering,Precision,60,0.8148148146639231
6161,V-25,Clustering,Accuracy,60,0.8333333333333334
6162,V-25,Clustering,Recall,61,0.6515151515151515
6163,V-25,Clustering,Precision,61,0.796296296148834
6164,V-25,Clustering,Accuracy,61,0.7638888888888888
6165,V-25,Clustering,Recall,62,0.6617647058823529
6166,V-25,Clustering,Precision,62,0.8333333331790124
6167,V-25,Clustering,Accuracy,62,0.7777777777777778
6168,V-25,Clustering,Recall,63,0.6428571428571429
6169,V-25,Clustering,Precision,63,0.4999999999074074
6170,V-25,Clustering,Accuracy,63,0.7083333333333334
6171,V-25,Clustering,Recall,64,0.734375
6172,V-25,Clustering,Precision,64,0.8392857141358419
6173,V-25,Clustering,Accuracy,64,0.8194444444444444
6174,V-25,Clustering,Recall,65,0.7868852459016393
6175,V-25,Clustering,Precision,65,0.8888888887242798
6176,V-25,Clustering,Accuracy,65,0.8680555555555556
6177,V-25,Clustering,Recall,66,0.7321428571428571
6178,V-25,Clustering,Precision,66,0.7592592591186557
6179,V-25,Clustering,Accuracy,66,0.8055555555555556
6180,V-25,Clustering,Recall,67,0.6756756756756757
6181,V-25,Clustering,Precision,67,0.9615384613535503
6182,V-25,Clustering,Accuracy,67,0.8194444444444444
6183,V-25,Clustering,Recall,68,0.7424242424242424
6184,V-25,Clustering,Precision,68,0.907407407239369
6185,V-25,Clustering,Accuracy,68,0.8472222222222222
6186,V-25,Clustering,Recall,69,0.7076923076923077
6187,V-25,Clustering,Precision,69,0.8363636362115703
6188,V-25,Clustering,Accuracy,69,0.8055555555555556
6189,V-25,Clustering,Recall,70,0.6865671641791045
6190,V-25,Clustering,Precision,70,0.8518518516941015
6191,V-25,Clustering,Accuracy,70,0.7986111111111112
6192,V-25,Clustering,Recall,71,0.5428571428571428
6193,V-25,Clustering,Precision,71,0.3518518517866941
6194,V-25,Clustering,Accuracy,71,0.6458333333333333
6195,V-25,Clustering,Recall,72,0.7755102040816326
6196,V-25,Clustering,Precision,72,0.7037037035733882
6197,V-25,Clustering,Accuracy,72,0.8125
6198,V-25,Clustering,Recall,73,0.6376811594202898
6199,V-25,Clustering,Precision,73,0.8148148146639231
6200,V-25,Clustering,Accuracy,73,0.7569444444444444
6201,V-25,Clustering,Recall,74,0.6721311475409836
6202,V-25,Clustering,Precision,74,0.7321428570121173
6203,V-25,Clustering,Accuracy,74,0.7569444444444444
6204,V-25,Clustering,Recall,75,0.6935483870967742
6205,V-25,Clustering,Precision,75,0.796296296148834
6206,V-25,Clustering,Accuracy,75,0.7916666666666667
6207,V-25,Clustering,Recall,76,0.6428571428571429
6208,V-25,Clustering,Precision,76,0.8181818180330578
6209,V-25,Clustering,Accuracy,76,0.7569444444444444
6210,V-25,Clustering,Recall,77,0.7014925373134329
6211,V-25,Clustering,Precision,77,0.8392857141358419
6212,V-25,Clustering,Accuracy,77,0.7986111111111112
6213,V-25,Clustering,Recall,78,0.6172839506172839
6214,V-25,Clustering,Precision,78,0.9090909089256198
6215,V-25,Clustering,Accuracy,78,0.75
6216,V-25,Clustering,Recall,79,0.6724137931034483
6217,V-25,Clustering,Precision,79,0.7647058822029988
6218,V-25,Clustering,Accuracy,79,0.7847222222222221
6219,V-25,Clustering,Recall,80,0.746268656716418
6220,V-25,Clustering,Precision,80,0.9259259257544582
6221,V-25,Clustering,Accuracy,80,0.8541666666666666
6222,V-25,Clustering,Recall,81,0.7321428571428571
6223,V-25,Clustering,Precision,81,0.7592592591186557
6224,V-25,Clustering,Accuracy,81,0.8055555555555556
6225,V-25,Clustering,Recall,82,0.7121212121212122
6226,V-25,Clustering,Precision,82,0.8703703702091906
6227,V-25,Clustering,Accuracy,82,0.8194444444444444
6228,V-25,Clustering,Recall,83,0.7352941176470589
6229,V-25,Clustering,Precision,83,0.9259259257544582
6230,V-25,Clustering,Accuracy,83,0.8472222222222222
6231,V-25,Clustering,Recall,84,0.7
6232,V-25,Clustering,Precision,84,0.6481481480281207
6233,V-25,Clustering,Accuracy,84,0.763888888888889
6234,V-25,Clustering,Recall,85,0.68
6235,V-25,Clustering,Precision,85,0.6296296295130316
6236,V-25,Clustering,Accuracy,85,0.75
6237,V-25,Clustering,Recall,86,0.6774193548387096
6238,V-25,Clustering,Precision,86,0.7777777776337449
6239,V-25,Clustering,Accuracy,86,0.7777777777777778
6240,V-25,Clustering,Recall,87,0.782608695652174
6241,V-25,Clustering,Precision,87,0.6666666665432098
6242,V-25,Clustering,Accuracy,87,0.8055555555555556
6243,V-25,Clustering,Recall,88,0.8245614035087719
6244,V-25,Clustering,Precision,88,0.8867924526628693
6245,V-25,Clustering,Accuracy,88,0.8888888888888888
6246,V-25,Clustering,Recall,89,0.5737704918032787
6247,V-25,Clustering,Precision,89,0.6481481480281207
6248,V-25,Clustering,Accuracy,89,0.6875
6249,V-25,Clustering,Recall,90,0.6811594202898551
6250,V-25,Clustering,Precision,90,0.8703703702091906
6251,V-25,Clustering,Accuracy,90,0.7986111111111112
6252,V-25,Clustering,Recall,91,0.7894736842105263
6253,V-25,Clustering,Precision,91,0.8333333331790124
6254,V-25,Clustering,Accuracy,91,0.8541666666666666
6255,V-25,Clustering,Recall,92,0.6833333333333333
6256,V-25,Clustering,Precision,92,0.7592592591186557
6257,V-25,Clustering,Accuracy,92,0.7777777777777778
6258,V-25,Clustering,Recall,93,0.7962962962962963
6259,V-25,Clustering,Precision,93,0.796296296148834
6260,V-25,Clustering,Accuracy,93,0.8472222222222223
6261,V-25,Clustering,Recall,94,0.660377358490566
6262,V-25,Clustering,Precision,94,0.6481481480281207
6263,V-25,Clustering,Accuracy,94,0.7430555555555556
6264,V-25,Clustering,Recall,95,0.7446808510638298
6265,V-25,Clustering,Precision,95,0.6481481480281207
6266,V-25,Clustering,Accuracy,95,0.7847222222222222
6267,V-25,Clustering,Recall,96,0.7758620689655172
6268,V-25,Clustering,Precision,96,0.8333333331790124
6269,V-25,Clustering,Accuracy,96,0.8472222222222222
6270,V-25,Clustering,Recall,97,0.703125
6271,V-25,Clustering,Precision,97,0.8333333331790124
6272,V-25,Clustering,Accuracy,97,0.8055555555555556
6273,V-25,Clustering,Recall,98,0.7924528301886793
6274,V-25,Clustering,Precision,98,0.7924528300391598
6275,V-25,Clustering,Accuracy,98,0.8472222222222223
6276,V-25,Clustering,Recall,99,0.5692307692307692
6277,V-25,Clustering,Precision,99,0.6851851850582991
6278,V-25,Clustering,Accuracy,99,0.6875
6279,V-25,Clustering,Recall,100,0.6833333333333333
6280,V-25,Clustering,Precision,100,0.7321428570121173
6281,V-25,Clustering,Accuracy,100,0.7638888888888888
6282,V-25,Clustering,Recall,101,0.6805555555555556
6283,V-25,Clustering,Precision,101,0.8909090907471074
6284,V-25,Clustering,Accuracy,101,0.7986111111111112
6285,V-25,Clustering,Recall,102,0.7636363636363637
6286,V-25,Clustering,Precision,102,0.7499999998660715
6287,V-25,Clustering,Accuracy,102,0.8125
6288,V-25,Clustering,Recall,103,0.6764705882352942
6289,V-25,Clustering,Precision,103,0.8214285712818877
6290,V-25,Clustering,Accuracy,103,0.7777777777777777
6291,V-25,Clustering,Recall,104,0.6379310344827587
6292,V-25,Clustering,Precision,104,0.6727272726049587
6293,V-25,Clustering,Accuracy,104,0.7291666666666666
6294,V-25,Clustering,Recall,105,0.7407407407407407
6295,V-25,Clustering,Precision,105,0.7142857141581632
6296,V-25,Clustering,Accuracy,105,0.7916666666666666
6297,V-25,Clustering,Recall,106,0.6808510638297872
6298,V-25,Clustering,Precision,106,0.5714285713265306
6299,V-25,Clustering,Accuracy,106,0.7291666666666666
6300,V-25,Clustering,Recall,107,0.7142857142857143
6301,V-25,Clustering,Precision,107,0.6363636362479339
6302,V-25,Clustering,Accuracy,107,0.763888888888889
6303,V-25,Clustering,Recall,108,0.6438356164383562
6304,V-25,Clustering,Precision,108,0.8545454543900827
6305,V-25,Clustering,Accuracy,108,0.7638888888888888
6306,V-25,Clustering,Recall,109,0.6557377049180327
6307,V-25,Clustering,Precision,109,0.7142857141581632
6308,V-25,Clustering,Accuracy,109,0.7430555555555556
6309,V-25,Clustering,Recall,110,0.8113207547169812
6310,V-25,Clustering,Precision,110,0.781818181676033
6311,V-25,Clustering,Accuracy,110,0.8472222222222223
6312,V-25,Clustering,Recall,111,0.7368421052631579
6313,V-25,Clustering,Precision,111,0.7499999998660715
6314,V-25,Clustering,Accuracy,111,0.7986111111111112
6315,V-25,Clustering,Recall,112,0.625
6316,V-25,Clustering,Precision,112,0.8333333331790124
6317,V-25,Clustering,Accuracy,112,0.75
6318,V-25,Clustering,Recall,113,0.7230769230769231
6319,V-25,Clustering,Precision,113,0.8392857141358419
6320,V-25,Clustering,Accuracy,113,0.8125
6321,V-25,Clustering,Recall,114,0.6774193548387096
6322,V-25,Clustering,Precision,114,0.7777777776337449
6323,V-25,Clustering,Accuracy,114,0.7777777777777778
6324,V-25,Clustering,Recall,115,0.7272727272727273
6325,V-25,Clustering,Precision,115,0.8571428569897959
6326,V-25,Clustering,Accuracy,115,0.8194444444444444
6327,V-25,Clustering,Recall,116,0.6575342465753424
6328,V-25,Clustering,Precision,116,0.8571428569897959
6329,V-25,Clustering,Accuracy,116,0.7708333333333333
6330,V-25,Clustering,Recall,117,0.6379310344827587
6331,V-25,Clustering,Precision,117,0.7115384614016272
6332,V-25,Clustering,Accuracy,117,0.75
6333,V-25,Clustering,Recall,118,0.6533333333333333
6334,V-25,Clustering,Precision,118,0.87499999984375
6335,V-25,Clustering,Accuracy,118,0.7708333333333334
6336,V-25,Clustering,Recall,119,0.746031746031746
6337,V-25,Clustering,Precision,119,0.8703703702091906
6338,V-25,Clustering,Accuracy,119,0.8402777777777777
6339,V-25,Clustering,Recall,120,0.6818181818181818
6340,V-25,Clustering,Precision,120,0.8181818180330578
6341,V-25,Clustering,Accuracy,120,0.7847222222222222
6342,V-25,Clustering,Recall,121,0.7627118644067796
6343,V-25,Clustering,Precision,121,0.8035714284279336
6344,V-25,Clustering,Accuracy,121,0.8263888888888888
6345,V-25,Clustering,Recall,122,0.7
6346,V-25,Clustering,Precision,122,0.87499999984375
6347,V-25,Clustering,Accuracy,122,0.8055555555555556
6348,V-25,Clustering,Recall,123,0.6037735849056604
6349,V-25,Clustering,Precision,123,0.5714285713265306
6350,V-25,Clustering,Accuracy,123,0.6875
6351,V-25,Clustering,Recall,124,0.5076923076923077
6352,V-25,Clustering,Precision,124,0.5892857141804847
6353,V-25,Clustering,Accuracy,124,0.6180555555555556
6354,V-25,Clustering,Recall,125,0.7121212121212122
6355,V-25,Clustering,Precision,125,0.8392857141358419
6356,V-25,Clustering,Accuracy,125,0.8055555555555556
6357,V-25,Clustering,Recall,126,0.7272727272727273
6358,V-25,Clustering,Precision,126,0.8571428569897959
6359,V-25,Clustering,Accuracy,126,0.8194444444444444
6360,V-25,Clustering,Recall,127,0.639344262295082
6361,V-25,Clustering,Precision,127,0.6964285713042092
6362,V-25,Clustering,Accuracy,127,0.7291666666666666
6363,V-25,Clustering,Recall,128,0.7592592592592593
6364,V-25,Clustering,Precision,128,0.7454545453190082
6365,V-25,Clustering,Accuracy,128,0.8125
6366,V-25,Clustering,Recall,129,0.6825396825396826
6367,V-25,Clustering,Precision,129,0.7543859647799322
6368,V-25,Clustering,Accuracy,129,0.7638888888888888
6369,V-25,Clustering,Recall,130,0.75
6370,V-25,Clustering,Precision,130,0.6111111109979424
6371,V-25,Clustering,Accuracy,130,0.7777777777777778
6372,V-25,Clustering,Recall,131,0.71875
6373,V-25,Clustering,Precision,131,0.8518518516941015
6374,V-25,Clustering,Accuracy,131,0.8194444444444444
6375,V-25,Clustering,Recall,132,0.7027027027027027
6376,V-25,Clustering,Precision,132,0.9285714284056122
6377,V-25,Clustering,Accuracy,132,0.8194444444444444
6378,V-25,Clustering,Recall,133,0.65
6379,V-25,Clustering,Precision,133,0.7222222220884773
6380,V-25,Clustering,Accuracy,133,0.75
6381,V-25,Clustering,Recall,134,0.7377049180327869
6382,V-25,Clustering,Precision,134,0.7894736840720221
6383,V-25,Clustering,Accuracy,134,0.8055555555555556
6384,V-25,Clustering,Recall,135,0.7377049180327869
6385,V-25,Clustering,Precision,135,0.8333333331790124
6386,V-25,Clustering,Accuracy,135,0.8263888888888888
6387,V-25,Clustering,Recall,136,0.7058823529411765
6388,V-25,Clustering,Precision,136,0.8888888887242798
6389,V-25,Clustering,Accuracy,136,0.8194444444444444
6390,V-25,Clustering,Recall,137,0.7377049180327869
6391,V-25,Clustering,Precision,137,0.8333333331790124
6392,V-25,Clustering,Accuracy,137,0.8263888888888888
6393,V-25,Clustering,Recall,138,0.65
6394,V-25,Clustering,Precision,138,0.49056603764328943
6395,V-25,Clustering,Accuracy,138,0.7152777777777778
6396,V-25,Clustering,Recall,139,0.7058823529411765
6397,V-25,Clustering,Precision,139,0.8888888887242798
6398,V-25,Clustering,Accuracy,139,0.8194444444444444
6399,V-25,Clustering,Recall,140,0.7014925373134329
6400,V-25,Clustering,Precision,140,0.8703703702091906
6401,V-25,Clustering,Accuracy,140,0.8125
6402,V-25,Clustering,Recall,141,0.7454545454545455
6403,V-25,Clustering,Precision,141,0.7592592591186557
6404,V-25,Clustering,Accuracy,141,0.8125
6405,V-25,Clustering,Recall,142,0.7254901960784313
6406,V-25,Clustering,Precision,142,0.6851851850582991
6407,V-25,Clustering,Accuracy,142,0.7847222222222222
6408,V-25,Clustering,Recall,143,0.8604651162790697
6409,V-25,Clustering,Precision,143,0.6851851850582991
6410,V-25,Clustering,Accuracy,143,0.8402777777777778
6411,V-25,Clustering,Recall,144,0.6538461538461539
6412,V-25,Clustering,Precision,144,0.9444444442695473
6413,V-25,Clustering,Accuracy,144,0.7916666666666667
6414,V-25,Clustering,Recall,145,0.5094339622641509
6415,V-25,Clustering,Precision,145,0.4999999999074074
6416,V-25,Clustering,Accuracy,145,0.6319444444444444
6417,V-25,Clustering,Recall,146,0.6923076923076923
6418,V-25,Clustering,Precision,146,0.8333333331790124
6419,V-25,Clustering,Accuracy,146,0.7986111111111112
6420,V-25,Clustering,Recall,147,0.7777777777777778
6421,V-25,Clustering,Precision,147,0.907407407239369
6422,V-25,Clustering,Accuracy,147,0.8680555555555556
6423,V-25,Clustering,Recall,148,0.6714285714285714
6424,V-25,Clustering,Precision,148,0.8703703702091906
6425,V-25,Clustering,Accuracy,148,0.7916666666666667
6426,V-25,Clustering,Recall,149,0.6808510638297872
6427,V-25,Clustering,Precision,149,0.5925925924828532
6428,V-25,Clustering,Accuracy,149,0.7430555555555556
6429,V-25,Clustering,Recall,150,0.6027397260273972
6430,V-25,Clustering,Precision,150,0.8461538459911242
6431,V-25,Clustering,Accuracy,150,0.7430555555555556
6432,V-25,Clustering,Recall,151,0.6891891891891891
6433,V-25,Clustering,Precision,151,0.9444444442695473
6434,V-25,Clustering,Accuracy,151,0.8194444444444444
6435,V-25,Clustering,Recall,152,0.6338028169014085
6436,V-25,Clustering,Precision,152,0.8333333331790124
6437,V-25,Clustering,Accuracy,152,0.7569444444444444
6438,V-25,Clustering,Recall,153,0.7894736842105263
6439,V-25,Clustering,Precision,153,0.8333333331790124
6440,V-25,Clustering,Accuracy,153,0.8541666666666666
6441,V-25,Clustering,Recall,154,0.8627450980392157
6442,V-25,Clustering,Precision,154,0.8148148146639231
6443,V-25,Clustering,Accuracy,154,0.8819444444444444
6444,V-25,Clustering,Recall,155,0.7358490566037735
6445,V-25,Clustering,Precision,155,0.7222222220884773
6446,V-25,Clustering,Accuracy,155,0.7986111111111112
6447,V-25,Clustering,Recall,156,0.7758620689655172
6448,V-25,Clustering,Precision,156,0.8035714284279336
6449,V-25,Clustering,Accuracy,156,0.8333333333333334
6450,V-25,Clustering,Recall,157,0.6842105263157895
6451,V-25,Clustering,Precision,157,0.7222222220884773
6452,V-25,Clustering,Accuracy,157,0.7708333333333333
6453,V-25,Clustering,Recall,158,0.7121212121212122
6454,V-25,Clustering,Precision,158,0.8703703702091906
6455,V-25,Clustering,Accuracy,158,0.8194444444444444
6456,V-25,Clustering,Recall,159,0.7424242424242424
6457,V-25,Clustering,Precision,159,0.87499999984375
6458,V-25,Clustering,Accuracy,159,0.8333333333333334
6459,V-25,Clustering,Recall,160,0.7777777777777778
6460,V-25,Clustering,Precision,160,0.7777777776337449
6461,V-25,Clustering,Accuracy,160,0.8333333333333333
6462,V-25,Clustering,Recall,161,0.7090909090909091
6463,V-25,Clustering,Precision,161,0.7222222220884773
6464,V-25,Clustering,Accuracy,161,0.7847222222222221
6465,V-25,Clustering,Recall,162,0.7627118644067796
6466,V-25,Clustering,Precision,162,0.8333333331790124
6467,V-25,Clustering,Accuracy,162,0.8402777777777778
6468,V-25,Clustering,Recall,163,0.6944444444444444
6469,V-25,Clustering,Precision,163,0.9259259257544582
6470,V-25,Clustering,Accuracy,163,0.8194444444444444
6471,V-25,Clustering,Recall,164,0.6533333333333333
6472,V-25,Clustering,Precision,164,0.907407407239369
6473,V-25,Clustering,Accuracy,164,0.7847222222222222
6474,V-25,Clustering,Recall,165,0.7333333333333333
6475,V-25,Clustering,Precision,165,0.8148148146639231
6476,V-25,Clustering,Accuracy,165,0.8194444444444444
6477,V-25,Clustering,Recall,166,0.5714285714285714
6478,V-25,Clustering,Precision,166,0.8888888887242798
6479,V-25,Clustering,Accuracy,166,0.7083333333333333
6480,V-25,Clustering,Recall,167,0.6212121212121212
6481,V-25,Clustering,Precision,167,0.7592592591186557
6482,V-25,Clustering,Accuracy,167,0.7361111111111112
6483,V-25,Clustering,Recall,168,0.6101694915254238
6484,V-25,Clustering,Precision,168,0.6666666665432098
6485,V-25,Clustering,Accuracy,168,0.7152777777777778
6486,V-25,Clustering,Recall,169,0.803921568627451
6487,V-25,Clustering,Precision,169,0.7592592591186557
6488,V-25,Clustering,Accuracy,169,0.8402777777777778
6489,V-25,Clustering,Recall,170,0.7066666666666667
6490,V-25,Clustering,Precision,170,0.9298245612403816
6491,V-25,Clustering,Accuracy,170,0.8194444444444444
6492,V-25,Clustering,Recall,171,0.8113207547169812
6493,V-25,Clustering,Precision,171,0.796296296148834
6494,V-25,Clustering,Accuracy,171,0.8541666666666667
6495,V-25,Clustering,Recall,172,0.7142857142857143
6496,V-25,Clustering,Precision,172,0.44642857134885205
6497,V-25,Clustering,Accuracy,172,0.7152777777777777
6498,V-25,Clustering,Recall,173,0.75
6499,V-25,Clustering,Precision,173,0.7222222220884773
6500,V-25,Clustering,Accuracy,173,0.8055555555555556
6501,V-25,Clustering,Recall,174,0.640625
6502,V-25,Clustering,Precision,174,0.7592592591186557
6503,V-25,Clustering,Accuracy,174,0.75
6504,V-25,Clustering,Recall,175,0.5490196078431373
6505,V-25,Clustering,Precision,175,0.49999999991071425
6506,V-25,Clustering,Accuracy,175,0.6458333333333334
6507,V-25,Clustering,Recall,176,0.7288135593220338
6508,V-25,Clustering,Precision,176,0.796296296148834
6509,V-25,Clustering,Accuracy,176,0.8125
6510,V-25,Clustering,Recall,177,0.7846153846153846
6511,V-25,Clustering,Precision,177,0.9444444442695473
6512,V-25,Clustering,Accuracy,177,0.8819444444444444
6513,V-25,Clustering,Recall,178,0.6984126984126984
6514,V-25,Clustering,Precision,178,0.8301886790886436
6515,V-25,Clustering,Accuracy,178,0.8055555555555556
6516,V-25,Clustering,Recall,179,0.6515151515151515
6517,V-25,Clustering,Precision,179,0.796296296148834
6518,V-25,Clustering,Accuracy,179,0.7638888888888888
6519,V-25,Clustering,Recall,180,0.6857142857142857
6520,V-25,Clustering,Precision,180,0.8727272725685951
6521,V-25,Clustering,Accuracy,180,0.7986111111111112
6522,V-25,Clustering,Recall,181,0.7014925373134329
6523,V-25,Clustering,Precision,181,0.8392857141358419
6524,V-25,Clustering,Accuracy,181,0.7986111111111112
6525,V-25,Clustering,Recall,182,0.7321428571428571
6526,V-25,Clustering,Precision,182,0.7321428570121173
6527,V-25,Clustering,Accuracy,182,0.7916666666666666
6528,V-25,Clustering,Recall,183,0.7121212121212122
6529,V-25,Clustering,Precision,183,0.8392857141358419
6530,V-25,Clustering,Accuracy,183,0.8055555555555556
6531,V-25,Clustering,Recall,184,0.704225352112676
6532,V-25,Clustering,Precision,184,0.9090909089256198
6533,V-25,Clustering,Accuracy,184,0.8194444444444444
6534,V-25,Clustering,Recall,185,0.8148148148148148
6535,V-25,Clustering,Precision,185,0.8148148146639231
6536,V-25,Clustering,Accuracy,185,0.8611111111111112
6537,V-25,Clustering,Recall,186,0.631578947368421
6538,V-25,Clustering,Precision,186,0.7058823528027681
6539,V-25,Clustering,Accuracy,186,0.75
6540,V-25,Clustering,Recall,187,0.5303030303030303
6541,V-25,Clustering,Precision,187,0.6481481480281207
6542,V-25,Clustering,Accuracy,187,0.6527777777777778
6543,V-25,Clustering,Recall,188,0.65625
6544,V-25,Clustering,Precision,188,0.7777777776337449
6545,V-25,Clustering,Accuracy,188,0.7638888888888888
6546,V-25,Clustering,Recall,189,0.6774193548387096
6547,V-25,Clustering,Precision,189,0.7777777776337449
6548,V-25,Clustering,Accuracy,189,0.7777777777777778
6549,V-25,Clustering,Recall,190,0.684931506849315
6550,V-25,Clustering,Precision,190,0.9090909089256198
